id,title,is_paid,price,currency,price_string,currency_symbol,url
2013892.0,Agile Fundamentals: Including Scrum and Kanban - 2021,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/agile-fundamentals-scrum-kanban-scrumban/
1298780.0,Statistics for Data Science and Business Analysis,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/statistics-for-data-science-and-business-analysis/
362632.0,Scrum Certification Prep +Scrum Master+ Agile Scrum Training,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/scrum-certification/
2015076.0,CompTIA Security+ (SY0-601) Complete Course & Exam,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/securityplus/
965832.0,The Complete Investment Banking Course 2021,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-complete-investment-banking-course-2016/
636822.0,"Microsoft Excel - Data Visualization, Excel Charts & Graphs",1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/advanced-excel-charts-graphs/
947098.0,Understanding TypeScript - 2022 Edition,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/understanding-typescript/
802576.0,AZ-104 Microsoft Azure Administrator Exam Certification 2021,1.0,39.99,EUR,€39.99,€,https://www.udemy.com/course/70533-azure/
383576.0,"C# Intermediate: Classes, Interfaces and OOP",1.0,139.99,EUR,€139.99,€,https://www.udemy.com/course/csharp-intermediate-classes-interfaces-and-oop/
671576.0,"Machine Learning, Data Science and Deep Learning with Python",1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/
461160.0,Learn and Understand NodeJS,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/understand-nodejs/
802578.0,AZ-303 Azure Architecture Technologies Exam Prep 2021,1.0,69.99,EUR,€69.99,€,https://www.udemy.com/course/70534-azure/
627730.0,Adobe After Effects: Complete Course from Novice to Expert,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/after-effects-kinetic-typography/
996228.0,The Ultimate Hands-On Hadoop: Tame your Big Data!,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/the-ultimate-hands-on-hadoop-tame-your-big-data/
1046722.0,Ultimate Adobe Photoshop Training: From Beginner to Pro 2022,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/ultimate-photoshop-training-from-beginner-to-pro/
10812.0,CCNA 2020 200-125 Video Boot Camp With Chris Bryant,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/ccna-on-demand-video-boot-camp/
1350984.0,The Modern Python 3 Bootcamp,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/the-modern-python3-bootcamp/
1247828.0,The Complete Angular Course: Beginner to Advanced,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-complete-angular-master-class/
1209412.0,Ansible for the Absolute Beginner - Hands-On - DevOps,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/learn-ansible/
1780698.0,TOTAL: CompTIA Network+ Certification (N10-007),1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/comptia-network-cert-n10-007-the-total-course/
888716.0,"Introduction to Finance, Accounting, Modeling and Valuation",1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/
1436092.0,React Native - The Practical Guide [2022 Edition],1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/react-native-the-practical-guide/
560388.0,How to Start an Amazon FBA Store on a Tight Budget,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/sell-on-amazon-as-small-start-up/
693700.0,[NEW] Complete Salesforce Administrator Certification Course,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/salesforce-administrator/
948866.0,"Excel Essentials: The Complete Excel Series - Level 1, 2 & 3",1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/excel-essentials-the-complete-series-levels-1-2-3/
2108272.0,"Time Management Mastery: Do More, Stress Less",1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/do-more-stress-less/
1747782.0,Adobe Photoshop CC – Essentials Training Course,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/adobe-photoshop-cc-essentials-training-course/
1035472.0,Python for Finance: Investment Fundamentals & Data Analytics,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/python-for-finance-investment-fundamentals-data-analytics/
2121018.0,Mastering Data Structures & Algorithms using C and C++,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/datastructurescncpp/
1520628.0,AWS Certified Solutions Architect Associate Practice Exams,1.0,29.99,EUR,€29.99,€,https://www.udemy.com/course/aws-certified-solutions-architect-associate-amazon-practice-exams-saa-c02/
1046104.0,Information Security Awareness-ISO 27001:2013,1.0,74.99,EUR,€74.99,€,https://www.udemy.com/course/isms-awareness/
139166.0,Conscious Listening,1.0,34.99,EUR,€34.99,€,https://www.udemy.com/course/conscious-listening/
882826.0,The Complete Python 3 Course: Beginner to Advanced!,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/python-complete/
913448.0,Python A-Z™: Python For Data Science With Real Exercises!,1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/python-coding/
1467808.0,C Programming For Beginners - Master the C Language,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/c-programming-for-beginners-/
2409722.0,Design Thinking for Beginners: Develop Innovative Ideas,1.0,74.99,EUR,€74.99,€,https://www.udemy.com/course/design-thinking-for-beginners/
875612.0,"Reiki Level I, II and Master Certification - Energy Healing",1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/reiki-master-certification-energy-healing/
1309202.0,Go: The Complete Developer's Guide (Golang),1.0,79.99,EUR,€79.99,€,https://www.udemy.com/course/go-the-complete-developers-guide/
1336872.0,NLP Practitioner Training (Neuro-Linguistic Programming),1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/nlp-practitioner-neuro-linguistic-programming-online-course/
941752.0,Storytelling to Influence,1.0,59.99,EUR,€59.99,€,https://www.udemy.com/course/storytellingtoinfluence/
946742.0,Beginning Project Management: Project Management Level One,1.0,74.99,EUR,€74.99,€,https://www.udemy.com/course/beginning-project-management-project-management-level-one/
355212.0,Wordpress for Beginners - Master Wordpress Quickly,1.0,149.99,EUR,€149.99,€,https://www.udemy.com/course/wordpress-for-beginners-course/
552372.0,Email Etiquette: Write More Effective Emails At Work,1.0,29.99,EUR,€29.99,€,https://www.udemy.com/course/business-emails/
1236568.0,The Absolute Beginners Guide to Cyber Security 2021 - Part 1,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/the-absolute-beginners-guide-to-information-cyber-security/
666914.0,Python for Beginners: Learn Python Programming (Python 3),1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/python-programming-projects/
1670116.0,AWS Certified Cloud Practitioner: 6 Full Practice Exams 2021,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/aws-certified-cloud-practitioner-practice-test/
833442.0,Angular & NodeJS - The MEAN Stack Guide [2022 Edition],1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/angular-2-and-nodejs-the-practical-guide/
2153774.0,Modern HTML & CSS From The Beginning (Including Sass),1.0,129.99,EUR,€129.99,€,https://www.udemy.com/course/modern-html-css-from-the-beginning/
1120038.0,Learn JIRA with real-world examples (+Confluence bonus),1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/the-complete-guide-to-jira-with-real-world-examples/
405282.0,PHP for Beginners - Become a PHP Master - CMS Project,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/php-for-complete-beginners-includes-msql-object-oriented/
1286908.0,The Complete React Developer Course (w/ Hooks and Redux),1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/react-2nd-edition/
1016734.0,Cisco CCNA 200-301 Exam: Complete Course with practical labs,1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/cisco-ccent-icnd1-100-105-complete-course-sims-and-gns3/
221674.0,"Git Complete: The definitive, step-by-step guide to Git",1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/git-complete/
640936.0,Customer | How to Understand Customer Needs,1.0,29.99,EUR,€29.99,€,https://www.udemy.com/course/customer-how-to-understand-customer-needs/
1535678.0,Java Programming for Complete Beginners,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/java-programming-tutorial-for-beginners/
289230.0,Learn and Understand AngularJS,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/learn-angularjs/
684824.0,Spring Framework Master Class - Java Spring the Modern Way,1.0,109.99,EUR,€109.99,€,https://www.udemy.com/course/spring-tutorial-for-beginners/
285934.0,Ask Better Questions - Build Better Relationships,1.0,79.99,EUR,€79.99,€,https://www.udemy.com/course/build-better-relationships/
95246.0,Linux Command Line Basics,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/linux-command-line-volume1/
49250.0,Microsoft Excel - From Beginner to Expert in 6 Hours,1.0,24.99,EUR,€24.99,€,https://www.udemy.com/course/thebestexcel/
836376.0,Python for Absolute Beginners,1.0,49.99,EUR,€49.99,€,https://www.udemy.com/course/python-for-absolute-beginners-u/
